,group,cell_name,sweep_num,input_current,rest_potential,stim_potential,t_first_spike,t_last_spike,f_rate,AP_amp,AP_adaptation,AP_rise_slope,t_hyperpol,v_hyperpol
260,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,0,-400.0,-72.24222564697266,-101.22056579589844,,,0,,,,,
261,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,1,-200.0,-72.0799560546875,-90.96012115478516,,,0,,,,,
262,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,2,0.0,-72.40769958496094,-72.40769958496094,,,0,,,,,
263,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,3,200.0,-72.73938751220703,-45.551239013671875,99.7,144.2,67.41573033707866,19.06331373468305,2421.1691499663257,150.5533905029297,1.85,-60.5
264,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,4,400.0,-72.71060943603516,-46.25822448730469,5.999999999999986,494.0,92.21311475409837,23.592442166094564,72.99559477101214,143.72084045410156,4.173333333333334,-56.4
265,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,5,600.0,-73.9149169921875,-41.88456344604492,4.199999999999989,493.4,132.86999182338513,23.52814645313261,77.23546673943291,130.5248565673828,1.546875,-52.34375
266,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,6,800.0,-74.23677825927734,-37.40592956542969,3.0,499.20000000000005,165.25594518339378,23.751062058365978,66.13133252293682,113.57656860351562,1.4987654320987653,-48.54320987654321
267,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,7,1000.0,-72.07890319824219,-33.99307632446289,2.1999999999999886,499.9,180.83182640144665,23.23231478335172,81.49985778931799,99.98661041259766,1.5112359550561794,-45.26966292134831
268,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,8,1200.0,-73.47611999511719,-30.555763244628906,1.7999999999999972,498.9,195.13176423254876,23.510981433621964,81.92093477597557,84.81999206542969,1.4989583333333334,-41.833333333333336
269,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,9,1400.0,-73.40301513671875,-27.02423667907715,1.5,495.9,200.24271844660197,20.18197294639654,245.63847249842036,62.95637512207031,1.5020408163265309,-37.785714285714285
270,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,10,1600.0,-74.37147521972656,-22.309925079345703,1.3999999999999915,254.10000000000002,221.60664819944594,23.477779100051155,133.57062597846925,58.42890167236328,1.4527272727272726,-35.2
271,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,11,1800.0,-74.29029083251953,-18.916515350341797,1.2999999999999972,134.10000000000002,233.43373493975903,27.35240189118837,76.99024864343741,62.91297149658203,1.4066666666666667,-33.333333333333336
272,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,12,2000.0,-74.07513427734375,-16.069299697875977,1.1999999999999886,95.00000000000001,255.86353944562896,29.359115590287956,60.933928217182846,61.90617752075195,1.3833333333333335,-30.541666666666668
273,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,0,-400.0,-70.97187805175781,-99.00971221923828,,,0,,,,,
274,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,1,-200.0,-71.23927307128906,-87.08094787597656,,,0,,,,,
275,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,2,0.0,-71.26802062988281,-71.26802062988281,,,0,,,,,
276,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,3,200.0,-71.50719451904297,-50.4273796081543,,,0,,,,,
277,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,4,400.0,-71.11210632324219,-44.82211685180664,6.400000000000006,488.5000000000001,91.26737191454053,21.829960145768535,78.08001668873109,138.10069274902344,1.3454545454545455,-55.61363636363637
278,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,5,600.0,-71.52404022216797,-39.928157806396484,3.5999999999999943,495.1,146.4903357070193,23.37770152624517,61.44763695167797,127.72877502441406,1.340845070422536,-51.57746478873239
279,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,6,800.0,-71.47520446777344,-35.29133605957031,2.4000000000000057,496.29999999999995,180.1984207329419,24.63712631359209,53.35874405701403,114.01659393310547,1.3477272727272729,-47.39772727272727
280,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,7,1000.0,-71.21214294433594,-31.131637573242188,1.7999999999999972,496.1,200.2832288084159,24.57951482294651,68.06405927128773,99.67379760742188,1.3520408163265312,-43.285714285714285
281,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,8,1200.0,-71.17396545410156,-27.060861587524414,1.5,498.6,209.2134379400523,24.517874071611253,84.20420649660065,84.35396575927734,1.4155339805825249,-39.116504854368934
282,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,9,1400.0,-72.06395721435547,-23.150257110595703,1.3999999999999915,496.6,218.0936995153473,23.996430181452816,149.54648722878804,67.0418930053711,1.3794392523364487,-34.728971962616825
283,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,10,1600.0,-71.37689208984375,-18.7069091796875,1.1999999999999886,379.2,227.5132275132275,24.193296060453743,193.48504273562304,51.16661834716797,1.3918604651162794,-30.36046511627907
284,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,11,1800.0,-70.16403198242188,-14.436530113220215,1.0,206.7,247.93388429752068,26.457158156926585,139.01170509504328,48.51696014404297,1.3745098039215684,-27.03921568627451
285,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,12,2000.0,-69.11808776855469,-11.186785697937012,0.8999999999999915,125.90000000000002,255.99999999999994,31.069125607053635,57.786975825466314,49.6363639831543,1.5524475524475525,-13.223776223776223
286,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,0,-400.0,-70.11872863769531,-105.29934692382812,,,0,,,,,
287,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,1,-200.0,-70.2423324584961,-92.76598358154297,,,0,,,,,
288,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,2,0.0,-70.098876953125,-70.098876953125,,,0,,,,,
289,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,3,200.0,-70.34734344482422,-48.845176696777344,8.899999999999991,487.9,62.63048016701461,8.210574462470404,9999.955497172345,115.56498718261719,2.0586206896551724,-56.793103448275865
290,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,4,400.0,-69.9132080078125,-39.411827087402344,3.5999999999999943,495.19999999999993,126.11879576891782,10.998795926056324,141.8625510405906,93.28289031982422,1.9081967213114757,-49.08196721311475
291,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,5,600.0,-69.97026062011719,-31.679893493652344,2.4000000000000057,494.9,160.40609137055836,13.684436915106192,100.14335427892597,70.15760040283203,1.8551282051282056,-42.243589743589745
292,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,6,800.0,-70.24858093261719,-25.011499404907227,1.9000000000000057,495.70000000000005,178.20980153908462,15.442256148676476,119.57688483027043,47.19560623168945,1.9034482758620697,-35.333333333333336
293,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,7,1000.0,-70.09422302246094,-17.218902587890625,1.6000000000000085,227.3,203.81036774479398,16.830666112584332,653.9718060384446,38.30785369873047,1.7866666666666668,-29.666666666666668
294,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,8,1200.0,-70.19046020507812,-11.596746444702148,1.3999999999999915,110.8,228.51919561243142,21.970914198238034,116.9141047625082,41.5008544921875,1.591129032258065,-13.137096774193548
295,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,9,1400.0,-69.79818725585938,-1.9647339582443237,1.2999999999999972,74.39999999999999,246.23803009575926,27.862895137347806,84.9351014283388,37.34588623046875,0.7706270627062707,-2.00990099009901
296,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,10,1600.0,-69.7090072631836,3.6627073287963867,1.1999999999999886,45.8,269.0582959641255,32.24582646007246,78.66209147081702,44.4730110168457,0.7254071661237784,2.824104234527687
297,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,11,1800.0,-69.21307373046875,8.820757865905762,1.1999999999999886,40.10000000000001,282.7763496143957,36.95240266204208,27.202656381921035,38.3342399597168,0.5989664082687338,8.147286821705427
298,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,12,2000.0,-69.28788757324219,13.22122859954834,1.1000000000000085,26.90000000000002,271.3178294573642,42.63101567389333,14.494641448914566,46.49570846557617,0.59225,12.54
299,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,0,-400.0,-73.035400390625,-99.09778594970703,,,0,,,,,
300,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,1,-200.0,-75.21812438964844,-89.71543884277344,,,0,,,,,
301,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,2,0.0,-75.12356567382812,-75.12356567382812,,,0,,,,,
302,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,3,200.0,-75.76471710205078,-44.75963592529297,,,0,,,,,
303,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,4,400.0,-72.86907958984375,-43.24988555908203,5.999999999999986,493.1,108.80722644220899,20.739930991572898,130.8167728444444,140.95523071289062,1.0423076923076924,-53.65384615384615
304,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,5,600.0,-73.4668960571289,-39.0447883605957,4.099999999999994,495.1,171.07942973523419,21.212752570992908,80.92305654521509,134.23919677734375,1.0650602409638552,-50.036144578313255
305,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,6,800.0,-75.26318359375,-34.87621307373047,3.0,498.6,211.864406779661,22.646657960333894,55.36524446551273,122.7990951538086,1.0653846153846152,-46.58653846153846
306,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,7,1000.0,-74.01359558105469,-31.028337478637695,2.299999999999997,495.4,235.24640032447778,23.006337943692426,45.937378395894434,111.35824584960938,1.0913793103448273,-43.0
307,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,8,1200.0,-73.58667755126953,-27.33450698852539,1.6999999999999886,498.6,251.55966995371298,23.51518271283579,49.46990202378006,98.11217498779297,1.1040322580645154,-39.354838709677416
308,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,9,1400.0,-73.4567642211914,-23.8571720123291,1.5,497.9,261.88557614826755,24.307810441050385,51.203508305699216,85.04369354248047,1.117829457364341,-35.666666666666664
309,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,10,1600.0,-74.8530502319336,-20.303319931030273,1.3999999999999915,497.0,270.37933817594836,22.902009691900837,99.31485193343677,70.24053192138672,1.1323308270676693,-31.75187969924812
310,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,11,1800.0,-72.81399536132812,-16.057924270629883,1.1000000000000085,404.20000000000005,277.84668816670796,21.0820976423917,448.7592993493998,53.08219528198242,1.1794642857142856,-27.258928571428573
311,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,12,2000.0,-73.99100494384766,-11.822112083435059,1.1000000000000085,198.49999999999994,303.9513677811551,25.210616993059332,121.66082286664896,53.00521469116211,1.2438271604938271,-15.333333333333334
312,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,0,-400.0,-71.58235931396484,-103.56886291503906,,,0,,,,,
313,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,1,-200.0,-67.82951354980469,-86.91787719726562,,,0,,,,,
314,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,2,0.0,-70.38874053955078,-70.38874053955078,,,0,,,,,
315,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,3,200.0,-70.38037872314453,-47.46160125732422,,,0,,,,,
316,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,4,400.0,-69.16323852539062,-42.172977447509766,3.1999999999999886,200.3,136.986301369863,14.6922677548569,76.0165261018607,123.65836334228516,1.2076923076923078,-58.65384615384615
317,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,5,600.0,-69.41080474853516,-40.59416198730469,2.0999999999999943,422.5,166.50808753568032,12.222503403587314,164.64117246881736,92.74182891845703,1.2608695652173916,-53.594202898550726
318,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,6,800.0,-69.94409942626953,-34.20691680908203,1.6000000000000085,267.6,195.48872180451127,10.614962266807298,197.5037482953253,70.37236022949219,1.362745098039216,-48.72549019607843
319,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,7,1000.0,-69.60230255126953,-29.238231658935547,1.2999999999999972,126.8,231.07569721115536,14.382671319520327,62.862984850801354,62.39792251586914,1.225,-44.57142857142857
320,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,8,1200.0,-70.21369171142578,-25.694957733154297,1.1000000000000085,74.39999999999999,259.20873124147346,16.889040041388316,31.67226553788826,60.64565658569336,1.1944444444444446,-40.833333333333336
321,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,9,1400.0,-70.44652557373047,-22.70440673828125,1.0,57.90000000000002,281.1950790861159,20.81374747646835,17.39461611558836,57.75928497314453,1.1533333333333333,-36.93333333333333
322,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,10,1600.0,-71.60054779052734,-19.91546058654785,1.0,41.000000000000014,299.9999999999999,23.53798270140929,10.367744973217473,57.43662643432617,1.1090909090909091,-34.0
323,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,11,1800.0,-72.18751525878906,-17.1734619140625,0.8999999999999915,27.799999999999997,334.5724907063196,26.85850369580806,6.059944723407023,60.29764938354492,1.05,-31.625
324,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,12,2000.0,-72.22745513916016,-14.640326499938965,0.7999999999999972,26.90000000000002,306.51340996168557,31.50683919728139,4.499137008946838,60.58692932128906,1.0285714285714287,-28.857142857142858
325,Habit DLS,20181211_DLS_s1c3_0001.abf,0,-400.0,-81.88117980957031,-122.76609802246094,,,0,,,,,
326,Habit DLS,20181211_DLS_s1c3_0001.abf,1,-200.0,-81.48727416992188,-110.00008392333984,,,0,,,,,
327,Habit DLS,20181211_DLS_s1c3_0001.abf,2,0.0,-81.51477813720703,-81.51477813720703,,,0,,,,,
328,Habit DLS,20181211_DLS_s1c3_0001.abf,3,200.0,-81.69534301757812,-49.295291900634766,11.099999999999994,486.1,90.52631578947367,-12.991254973674506,34.0228644335779,56.965667724609375,,
329,Habit DLS,20181211_DLS_s1c3_0001.abf,4,400.0,-81.88920593261719,-38.726505279541016,4.400000000000006,490.70000000000005,185.07094386181367,28.583101921651892,11.624473897356859,32.10330581665039,1.9545454545454546,-48.27272727272727
330,Habit DLS,20181211_DLS_s1c3_0001.abf,5,600.0,-82.24513244628906,-27.878293991088867,2.9000000000000057,306.79999999999995,187.56169792694965,34.282943175029516,24.531345149048043,21.93196678161621,1.7666666666666666,-48.333333333333336
331,Habit DLS,20181211_DLS_s1c3_0001.abf,6,800.0,-82.40003967285156,-20.958925247192383,2.299999999999997,91.49999999999999,201.7937219730942,36.40434462008776,14.481937250242586,34.24750518798828,2.1533333333333338,-37.333333333333336
332,Habit DLS,20181211_DLS_s1c3_0001.abf,7,1000.0,-82.02100372314453,-15.777730941772461,1.9000000000000057,47.7,240.17467248908298,37.10117099436037,16.058006917353747,38.60612487792969,1.68125,-27.9375
333,Habit DLS,20181211_DLS_s1c3_0001.abf,8,1200.0,-81.7402114868164,-11.197997093200684,1.6000000000000085,51.60000000000001,220.0,39.14713905311398,21.766106035383636,44.942684173583984,0.7636904761904761,-10.619047619047619
334,Habit DLS,20181211_DLS_s1c3_0001.abf,9,1400.0,-82.17816162109375,-6.916859149932861,1.5,28.799999999999997,256.41025641025647,44.57239068550816,8.893032393418602,50.02484893798828,0.39512987012987016,-6.275974025974026
335,Habit DLS,20181211_DLS_s1c3_0001.abf,10,1600.0,-81.94954681396484,-2.790395498275757,1.2999999999999972,22.799999999999997,279.06976744186045,47.7776192828247,6.332692848949949,62.62969970703125,0.40064000000000005,-2.296
336,Habit DLS,20181211_DLS_s1c3_0001.abf,11,1800.0,-82.34869384765625,1.079827904701233,1.2999999999999972,26.700000000000003,275.59055118110234,50.871702080854526,7.344713206275208,56.70602035522461,0.367737003058104,0.691131498470948
337,Habit DLS,20181211_DLS_s1c3_0001.abf,12,2000.0,-81.96332550048828,4.76812744140625,1.1999999999999886,25.999999999999986,282.2580645161291,54.95063418898263,6.263864225174735,55.04935073852539,0.3557664233576643,4.2700729927007295
338,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,0,-400.0,-70.26458740234375,-90.76969909667969,,,0,,,,,
339,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,1,-200.0,-70.04729461669922,-82.52647399902344,,,0,,,,,
340,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,2,0.0,-70.10718536376953,-70.10718536376953,,,0,,,,,
341,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,3,200.0,-69.97677612304688,-47.8588752746582,,,0,,,,,
342,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,4,400.0,-69.80787658691406,-41.7945556640625,6.299999999999997,261.3,82.35294117647058,9.933274040685657,44.39838408727354,114.44819641113281,1.0800000000000003,-54.95
343,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,5,600.0,-69.55610656738281,-42.164485931396484,3.5999999999999943,492.5,145.22397218245038,12.125104687852492,37.190392244425205,113.1224365234375,1.0408450704225347,-51.28169014084507
344,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,6,800.0,-70.85875701904297,-38.63402557373047,2.6999999999999886,498.20000000000005,197.78002018163468,13.795909923751628,41.43789491468864,111.76051330566406,1.0092783505154639,-47.876288659793815
345,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,7,1000.0,-71.5926513671875,-35.089599609375,2.1999999999999886,499.4,237.32904263877717,14.450858420204614,67.68493115295733,107.61260986328125,1.0085470085470085,-44.77777777777778
346,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,8,1200.0,-71.86422729492188,-31.556556701660156,1.9000000000000057,499.1,261.46419951729683,16.30429057020787,50.04824097455829,102.0942153930664,1.0069767441860467,-41.44186046511628
347,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,9,1400.0,-72.12976837158203,-28.06818199157715,1.6000000000000085,498.1,281.97381671701913,17.01392710994408,52.46578325737278,95.2197494506836,1.0093525179856115,-38.10791366906475
348,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,10,1600.0,-71.82858276367188,-24.46600914001465,1.3999999999999915,499.1,295.35864978902947,18.15996846807228,84.8754208618006,87.49826049804688,1.0123287671232875,-34.56164383561644
349,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,11,1800.0,-71.23020935058594,-21.0155086517334,1.1000000000000085,499.20000000000005,305.1596065047179,18.452846831539556,122.62581000428958,79.25434875488281,1.0218543046357613,-31.105960264900663
350,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,12,2000.0,-70.52751922607422,-17.450286865234375,1.0,497.80000000000007,309.9838969404186,20.671964950014527,138.91157714198835,68.60608673095703,1.0601307189542484,-27.326797385620914
351,Habit DLS,20181211_DLS_s1c1_0000.abf,0,-400.0,-82.31185150146484,-122.69161224365234,,,0,,,,,
352,Habit DLS,20181211_DLS_s1c1_0000.abf,1,-200.0,-82.03079223632812,-109.9533462524414,,,0,,,,,
353,Habit DLS,20181211_DLS_s1c1_0000.abf,2,0.0,-82.06298828125,-82.06298828125,,,0,,,,,
354,Habit DLS,20181211_DLS_s1c1_0000.abf,3,200.0,-82.28897094726562,-48.91019821166992,100.09999999999998,445.4,49.23255140457572,-10.076545276373885,1360.9557644114748,70.20928192138672,6.1800000000000015,-56.9
355,Habit DLS,20181211_DLS_s1c1_0000.abf,4,400.0,-82.37869262695312,-43.000892639160156,4.599999999999994,497.4,152.19155844155844,37.72275602097452,19.267201731751154,55.61360549926758,5.026470588235294,-51.64705882352941
356,Habit DLS,20181211_DLS_s1c1_0000.abf,5,600.0,-82.55840301513672,-34.990936279296875,3.0,499.6,203.38300443012483,44.00154012744323,12.868485166228693,33.203128814697266,2.824,-46.92
357,Habit DLS,20181211_DLS_s1c1_0000.abf,6,800.0,-82.87590789794922,-25.777080535888672,2.299999999999997,204.89999999999998,182.6258637709773,43.11591132052784,55.752969486534624,36.71512222290039,1.9266666666666667,-48.0
358,Habit DLS,20181211_DLS_s1c1_0000.abf,7,1000.0,-82.69097900390625,-21.21060562133789,1.9000000000000057,63.000000000000014,229.13256955810144,36.08799662257673,54.70520784406052,43.33278274536133,1.5615384615384615,-39.84615384615385
359,Habit DLS,20181211_DLS_s1c1_0000.abf,8,1200.0,-82.89060974121094,-17.53510093688965,1.6000000000000085,48.3,278.37259100642405,44.310221531623995,17.65157566966365,41.65297317504883,1.56,-32.4
360,Habit DLS,20181211_DLS_s1c1_0000.abf,9,1400.0,-82.55413055419922,-14.281134605407715,1.3999999999999915,62.40000000000002,213.11475409836055,40.53104619055874,25.547527411256215,51.753116607666016,1.8285714285714287,-32.5
361,Habit DLS,20181211_DLS_s1c1_0000.abf,10,1600.0,-82.54615783691406,-11.338668823242188,1.2999999999999972,23.799999999999997,266.6666666666667,50.23055880633541,5.700846997127295,70.9381103515625,2.4272727272727272,-11.790909090909091
362,Habit DLS,20181211_DLS_s1c1_0000.abf,11,1800.0,-82.62386322021484,-8.45386028289795,1.1999999999999886,42.39999999999999,242.71844660194174,49.45178839428685,9.198411690785115,53.64532470703125,0.4218861209964413,-7.7188612099644125
363,Habit DLS,20181211_DLS_s1c1_0000.abf,12,2000.0,-82.69998168945312,-5.776586532592773,1.1000000000000085,31.90000000000002,259.74025974025966,53.17392932743425,5.731096970100331,59.177398681640625,0.4292639138240575,-5.118491921005386
364,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,0,-400.0,-72.14118194580078,-94.2295150756836,,,0,,,,,
365,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,1,-200.0,-72.28755950927734,-85.29615783691406,,,0,,,,,
366,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,2,0.0,-72.03611755371094,-72.03611755371094,,,0,,,,,
367,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,3,200.0,-71.9334487915039,-43.1307373046875,,,0,,,,,
368,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,4,400.0,-72.33281707763672,-41.99845504760742,65.90000000000002,491.70000000000005,68.10709253170502,10.553816265611902,1242.897178158603,109.49234008789062,1.4035714285714285,-51.82142857142857
369,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,5,600.0,-72.73107147216797,-38.36041259765625,5.599999999999994,493.5,120.9264193482271,11.851741972393917,0.02791381493390488,110.93656158447266,1.223214285714286,-47.214285714285715
370,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,6,800.0,-73.25934600830078,-34.876617431640625,4.099999999999994,495.19999999999993,173.08083893300756,16.54010841907898,0.06276239403665507,118.47820281982422,1.1714285714285713,-43.45238095238095
371,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,7,1000.0,-74.07017517089844,-31.074750900268555,3.299999999999997,498.80000000000007,213.92532795156401,19.165041310834166,0.09895463614733901,119.11212158203125,1.101904761904762,-40.333333333333336
372,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,8,1200.0,-74.35972595214844,-27.310791015625,2.6999999999999886,498.0,242.27740763173833,21.019113629709402,9999.999999999996,115.91020965576172,1.0999999999999999,-36.60504201680672
373,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,9,1400.0,-74.57611846923828,-22.485565185546875,2.4000000000000057,498.29999999999995,262.14962694091554,23.004215083800435,9999.999999417556,109.65787506103516,1.0992248062015502,-32.17829457364341
374,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,10,1600.0,-74.24974060058594,-18.227563858032227,2.0,499.29999999999995,279.5093504926604,25.323538545036747,9999.999999918535,104.98485565185547,1.0927536231884059,-28.02173913043478
375,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,11,1800.0,-73.6657943725586,-14.805468559265137,1.6999999999999886,497.5,292.4566357402178,27.578207115253782,9999.999999999993,102.0765609741211,1.0812499999999998,-24.38888888888889
376,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,12,2000.0,-72.54147338867188,-11.049639701843262,1.2999999999999972,499.9,302.8479743281187,29.864510278650464,9999.999999280968,98.18525695800781,1.0733333333333333,-20.96
377,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,0,-400.0,-72.10044860839844,-104.244140625,,,0,,,,,
378,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,1,-200.0,-72.69429779052734,-92.82342529296875,,,0,,,,,
379,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,2,0.0,-73.1179428100586,-73.1179428100586,,,0,,,,,
380,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,3,200.0,-72.5818862915039,-47.80319595336914,10.199999999999989,361.09999999999997,62.69592476489029,20.002636116121245,58.10118310037279,152.73699951171875,1.0190476190476194,-62.285714285714285
381,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,4,400.0,-73.43437957763672,-44.57966995239258,4.099999999999994,495.80000000000007,166.76835468781772,21.778068616430158,36.06372621166006,139.70724487304688,1.0481481481481478,-57.51851851851852
382,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,5,600.0,-73.36277770996094,-39.9749641418457,2.5999999999999943,499.0,205.4794520547945,22.285936972521984,38.31074056508369,128.34886169433594,1.069306930693069,-53.495049504950494
383,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,6,800.0,-74.20985412597656,-36.26741409301758,2.0999999999999943,498.5,227.63900080580177,22.271625163351054,95.72471956749139,119.94487762451172,1.0919642857142855,-50.375
384,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,7,1000.0,-73.42312622070312,-32.35538101196289,1.6000000000000085,499.1,241.20603015075375,24.19706699090547,63.83478647071564,110.09788513183594,1.1117647058823525,-46.57142857142857
385,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,8,1200.0,-74.46637725830078,-28.812416076660156,1.3999999999999915,499.70000000000005,246.83925346177,24.690188837499228,71.79374202335089,99.71867370605469,1.133606557377049,-42.85245901639344
386,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,9,1400.0,-74.62964630126953,-25.261743545532227,1.2999999999999972,498.20000000000005,253.57214731334267,25.181328113332125,75.07089565310157,89.54729461669922,3.0299212598425194,-39.59842519685039
387,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,10,1600.0,-74.55034637451172,-21.860872268676758,1.1999999999999886,496.19999999999993,258.58585858585866,26.035737251898915,73.34612028001044,79.57696533203125,1.1765625,-35.21875
388,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,11,1800.0,-75.01445007324219,-18.387975692749023,1.1000000000000085,496.9,262.2025010084712,27.14816969568222,76.82601551667312,69.0577621459961,1.189922480620155,-31.364341085271317
389,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,12,2000.0,-75.13887023925781,-14.981403350830078,1.1000000000000085,497.9,263.68760064412237,27.278731655114093,110.24179833489517,57.921085357666016,1.2023076923076925,-27.384615384615383
390,Habit DLS,20181216_DLS_s1c1_0000.abf,0,-400.0,-84.25833129882812,-109.64787292480469,,,0,,,,,
391,Habit DLS,20181216_DLS_s1c1_0000.abf,1,-200.0,-84.45533752441406,-100.18064880371094,,,0,,,,,
392,Habit DLS,20181216_DLS_s1c1_0000.abf,2,0.0,-84.21558380126953,-84.21558380126953,,,0,,,,,
393,Habit DLS,20181216_DLS_s1c1_0000.abf,3,200.0,-84.36846160888672,-58.95043182373047,,,0,,,,,
394,Habit DLS,20181216_DLS_s1c1_0000.abf,4,400.0,-83.86579895019531,-49.635562896728516,8.099999999999994,491.9,64.07606448945845,14.311204176946866,1631.8406561957734,117.03492736816406,1.4966666666666668,-62.233333333333334
395,Habit DLS,20181216_DLS_s1c1_0000.abf,5,600.0,-84.3988037109375,-44.0526123046875,4.5,492.0,116.92307692307692,16.580182806588773,188.07937459770275,109.30673217773438,1.4535714285714285,-56.785714285714285
