,group,cell_name,input_current,f_rate,t_last_spike,R,Tau,sweep,rest_potential
202,Naive DMS,20211018_PV_DMS_s1c2_0000.abf,1000.0,192.8872814948764,499.5,95.763198852539,4.60562562942504,7,-73.02571282019981
203,Naive DMS,20211018_PV_DMS_s1c2_0000.abf,1200.0,207.66129032258067,497.5,95.763198852539,4.60562562942504,8,-73.02571282019981
204,Naive DMS,20211018_PV_DMS_s1c2_0000.abf,1400.0,215.2917505030181,498.3,95.763198852539,4.60562562942504,9,-73.02571282019981
205,Naive DMS,20211018_PV_DMS_s1c2_0000.abf,1600.0,226.62266226622663,455.6,95.763198852539,4.60562562942504,10,-73.02571282019981
206,Naive DMS,20211018_PV_DMS_s1c2_0000.abf,1800.0,159.69162995594712,364.2,95.763198852539,4.60562562942504,11,-73.02571282019981
207,Naive DMS,20211018_PV_DMS_s1c2_0000.abf,2000.0,484.2274462527626,498.7000000000001,95.763198852539,4.60562562942504,12,-73.02571282019981
208,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,-400.0,0.0,,84.567024230957,5.9319429397583,0,-70.82985041691707
209,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,-200.0,0.0,,84.567024230957,5.9319429397583,1,-70.82985041691707
210,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,0.0,0.0,,84.567024230957,5.9319429397583,2,-70.82985041691707
211,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,200.0,0.0,,84.567024230957,5.9319429397583,3,-70.82985041691707
212,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,400.0,0.0,,84.567024230957,5.9319429397583,4,-70.82985041691707
213,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,600.0,151.20967741935485,499.5,84.567024230957,5.9319429397583,5,-70.82985041691707
214,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,800.0,178.17371937639197,496.5,84.567024230957,5.9319429397583,6,-70.82985041691707
215,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,1000.0,205.06634499396856,250.6,84.567024230957,5.9319429397583,7,-70.82985041691707
216,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,1200.0,229.99080036798526,110.3,84.567024230957,5.9319429397583,8,-70.82985041691707
217,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,1400.0,249.65325936199727,73.39999999999998,84.567024230957,5.9319429397583,9,-70.82985041691707
218,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,1600.0,266.6666666666667,53.60000000000001,84.567024230957,5.9319429397583,10,-70.82985041691707
219,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,1800.0,281.6901408450704,43.60000000000001,84.567024230957,5.9319429397583,11,-70.82985041691707
220,Naive DMS,20211015_PV_DMS_s1c1_0000.abf,2000.0,81.93277310924371,476.9,84.567024230957,5.9319429397583,12,-70.82985041691707
221,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,-400.0,0.0,,111.822731018066,6.40294218063354,0,-72.04866497333234
222,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,-200.0,0.0,,111.822731018066,6.40294218063354,1,-72.04866497333234
223,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,0.0,0.0,,111.822731018066,6.40294218063354,2,-72.04866497333234
224,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,200.0,43.07559767391772,480.7000000000001,111.822731018066,6.40294218063354,3,-72.04866497333234
225,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,400.0,143.09076042518396,494.7000000000001,111.822731018066,6.40294218063354,4,-72.04866497333234
226,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,600.0,184.53967603034653,491.6,111.822731018066,6.40294218063354,5,-72.04866497333234
227,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,800.0,209.5625635808749,494.5,111.822731018066,6.40294218063354,6,-72.04866497333234
228,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,1000.0,220.5584783488466,496.6,111.822731018066,6.40294218063354,7,-72.04866497333234
229,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,1200.0,231.15577889447238,499.5,111.822731018066,6.40294218063354,8,-72.04866497333234
230,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,1400.0,228.51365015166834,496.3,111.822731018066,6.40294218063354,9,-72.04866497333234
231,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,1600.0,240.35548374065843,496.80000000000007,111.822731018066,6.40294218063354,10,-72.04866497333234
232,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,1800.0,385.77456298975295,499.3,111.822731018066,6.40294218063354,11,-72.04866497333234
233,Naive DMS,20210922_PV_DMS_s1c3_0000.abf,2000.0,526.4215390797668,499.1,111.822731018066,6.40294218063354,12,-72.04866497333234
234,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,-400.0,0.0,,68.3047,7.23034,0,-74.66925694392278
235,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,-200.0,0.0,,68.3047,7.23034,1,-74.66925694392278
236,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,0.0,0.0,,68.3047,7.23034,2,-74.66925694392278
237,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,200.0,0.0,,68.3047,7.23034,3,-74.66925694392278
238,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,400.0,94.5140743784672,494.7000000000001,68.3047,7.23034,4,-74.66925694392278
239,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,600.0,172.34387672343877,497.80000000000007,68.3047,7.23034,5,-74.66925694392278
240,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,800.0,211.56558533145272,499.6,68.3047,7.23034,6,-74.66925694392278
241,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,1000.0,239.48480579593482,499.5,68.3047,7.23034,7,-74.66925694392278
242,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,1200.0,255.48179440756388,499.3,68.3047,7.23034,8,-74.66925694392278
243,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,1400.0,266.1826981246219,497.80000000000007,68.3047,7.23034,9,-74.66925694392278
244,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,1600.0,273.03754266211604,499.7000000000001,68.3047,7.23034,10,-74.66925694392278
245,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,1800.0,283.987915407855,497.9,68.3047,7.23034,11,-74.66925694392278
246,Naive DMS,20210922_PV_DMS_s1c2_0000.abf,2000.0,285.5993563958166,498.4,68.3047,7.23034,12,-74.66925694392278
247,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,-400.0,0.0,,101.303932189941,4.74145555496215,0,-72.27161583533653
248,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,-200.0,0.0,,101.303932189941,4.74145555496215,1,-72.27161583533653
249,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,0.0,0.0,,101.303932189941,4.74145555496215,2,-72.27161583533653
250,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,200.0,103.89610389610372,193.1,101.303932189941,4.74145555496215,3,-72.27161583533653
251,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,400.0,126.78936605316973,492.7000000000001,101.303932189941,4.74145555496215,4,-72.27161583533653
252,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,600.0,175.29719927463228,498.5,101.303932189941,4.74145555496215,5,-72.27161583533653
253,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,800.0,198.57859531772573,480.1,101.303932189941,4.74145555496215,6,-72.27161583533653
254,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,1000.0,229.4826915597044,258.5,101.303932189941,4.74145555496215,7,-72.27161583533653
255,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,1200.0,265.8326817826427,129.2,101.303932189941,4.74145555496215,8,-72.27161583533653
256,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,1400.0,289.85507246376807,77.00000000000001,101.303932189941,4.74145555496215,9,-72.27161583533653
257,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,1600.0,307.6923076923078,59.49999999999999,101.303932189941,4.74145555496215,10,-72.27161583533653
258,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,1800.0,326.3403263403264,43.89999999999999,101.303932189941,4.74145555496215,11,-72.27161583533653
259,Naive DMS,20211015_PV_DMS_s1c3_0000.abf,2000.0,336.7875647668392,39.500000000000014,101.303932189941,4.74145555496215,12,-72.27161583533653
260,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,-400.0,0.0,,96.4036102294921,6.92070388793945,0,-73.23280862661508
261,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,-200.0,0.0,,96.4036102294921,6.92070388793945,1,-73.23280862661508
262,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,0.0,0.0,,96.4036102294921,6.92070388793945,2,-73.23280862661508
263,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,200.0,67.41573033707866,144.2,96.4036102294921,6.92070388793945,3,-73.23280862661508
264,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,400.0,92.21311475409836,494.0,96.4036102294921,6.92070388793945,4,-73.23280862661508
265,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,600.0,132.86999182338513,493.4,96.4036102294921,6.92070388793945,5,-73.23280862661508
266,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,800.0,165.25594518339378,499.2000000000001,96.4036102294921,6.92070388793945,6,-73.23280862661508
267,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,1000.0,180.83182640144662,499.9,96.4036102294921,6.92070388793945,7,-73.23280862661508
268,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,1200.0,195.13176423254882,498.9,96.4036102294921,6.92070388793945,8,-73.23280862661508
269,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,1400.0,200.24271844660197,495.9,96.4036102294921,6.92070388793945,9,-73.23280862661508
270,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,1600.0,221.60664819944594,254.1,96.4036102294921,6.92070388793945,10,-73.23280862661508
271,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,1800.0,233.43373493975903,134.10000000000002,96.4036102294921,6.92070388793945,11,-73.23280862661508
272,Naive DMS,20211018_PV_DMS_s1c1_0000.abf,2000.0,254.06504065040653,99.59999999999998,96.4036102294921,6.92070388793945,12,-73.23280862661508
273,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,-400.0,0.0,,78.9835357666015,7.40815258026123,0,-71.09283036452074
274,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,-200.0,0.0,,78.9835357666015,7.40815258026123,1,-71.09283036452074
275,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,0.0,0.0,,78.9835357666015,7.40815258026123,2,-71.09283036452074
276,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,200.0,0.0,,78.9835357666015,7.40815258026123,3,-71.09283036452074
277,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,400.0,91.26737191454052,488.50000000000017,78.9835357666015,7.40815258026123,4,-71.09283036452074
278,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,600.0,146.4903357070193,495.1,78.9835357666015,7.40815258026123,5,-71.09283036452074
279,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,800.0,180.19842073294188,496.3,78.9835357666015,7.40815258026123,6,-71.09283036452074
280,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,1000.0,200.2832288084159,496.1,78.9835357666015,7.40815258026123,7,-71.09283036452074
281,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,1200.0,209.2134379400523,498.6,78.9835357666015,7.40815258026123,8,-71.09283036452074
282,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,1400.0,218.09369951534734,496.6,78.9835357666015,7.40815258026123,9,-71.09283036452074
283,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,1600.0,224.40030951766826,388.9,78.9835357666015,7.40815258026123,10,-71.09283036452074
284,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,1800.0,247.73701762744165,210.9,78.9835357666015,7.40815258026123,11,-71.09283036452074
285,Naive DMS,20211015_PV_DMS_s1c2_0000.abf,2000.0,293.338765532695,491.80000000000007,78.9835357666015,7.40815258026123,12,-71.09283036452074
286,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,-400.0,0.0,,114.423,6.59282,0,-69.94093616192157
287,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,-200.0,0.0,,114.423,6.59282,1,-69.94093616192157
288,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,0.0,0.0,,114.423,6.59282,2,-69.94093616192157
289,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,200.0,62.63048016701461,487.9,114.423,6.59282,3,-69.94093616192157
290,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,400.0,126.1187957689178,495.19999999999993,114.423,6.59282,4,-69.94093616192157
291,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,600.0,160.40609137055839,494.9,114.423,6.59282,5,-69.94093616192157
292,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,800.0,178.20980153908462,495.7000000000001,114.423,6.59282,6,-69.94093616192157
293,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,1000.0,203.810367744794,227.3,114.423,6.59282,7,-69.94093616192157
294,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,1200.0,251.61030595813202,498.2000000000001,114.423,6.59282,8,-69.94093616192157
295,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,1400.0,241.02079395085065,212.9,114.423,6.59282,9,-69.94093616192157
296,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,1600.0,243.44569288389505,54.60000000000001,114.423,6.59282,10,-69.94093616192157
297,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,1800.0,119.18951132300356,336.8,114.423,6.59282,11,-69.94093616192157
298,Naive DMS,20210920_PV_DMS_s1c2_0000.abf,2000.0,263.1578947368422,35.3,114.423,6.59282,12,-69.94093616192157
299,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,-400.0,0.0,,74.3479,5.70477,0,-74.11200420673077
300,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,-200.0,0.0,,74.3479,5.70477,1,-74.11200420673077
301,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,0.0,0.0,,74.3479,5.70477,2,-74.11200420673077
302,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,200.0,0.0,,74.3479,5.70477,3,-74.11200420673077
303,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,400.0,108.807226442209,493.1,74.3479,5.70477,4,-74.11200420673077
304,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,600.0,171.07942973523419,495.1,74.3479,5.70477,5,-74.11200420673077
305,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,800.0,211.86440677966098,498.6,74.3479,5.70477,6,-74.11200420673077
306,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,1000.0,235.24640032447778,495.4,74.3479,5.70477,7,-74.11200420673077
307,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,1200.0,251.55966995371296,498.6,74.3479,5.70477,8,-74.11200420673077
308,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,1400.0,261.88557614826755,497.9,74.3479,5.70477,9,-74.11200420673077
309,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,1600.0,270.3793381759484,497.0,74.3479,5.70477,10,-74.11200420673077
310,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,1800.0,277.5049115913557,408.3,74.3479,5.70477,11,-74.11200420673077
311,Naive DMS,20210922_PV_DMS_s1c1_0000.abf,2000.0,327.7699577719687,498.4,74.3479,5.70477,12,-74.11200420673077
312,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,-400.0,0.0,,95.4958,5.22269,0,-70.3828594501202
313,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,-200.0,0.0,,95.4958,5.22269,1,-70.3828594501202
314,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,0.0,0.0,,95.4958,5.22269,2,-70.3828594501202
315,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,200.0,0.0,,95.4958,5.22269,3,-70.3828594501202
316,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,400.0,136.98630136986299,200.3,95.4958,5.22269,4,-70.3828594501202
317,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,600.0,166.50808753568032,422.5,95.4958,5.22269,5,-70.3828594501202
318,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,800.0,195.4887218045113,267.6,95.4958,5.22269,6,-70.3828594501202
319,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,1000.0,231.07569721115536,126.8,95.4958,5.22269,7,-70.3828594501202
320,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,1200.0,259.2087312414734,74.39999999999998,95.4958,5.22269,8,-70.3828594501202
321,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,1400.0,281.1950790861159,57.90000000000002,95.4958,5.22269,9,-70.3828594501202
322,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,1600.0,299.9999999999999,41.000000000000014,95.4958,5.22269,10,-70.3828594501202
323,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,1800.0,334.5724907063196,27.8,95.4958,5.22269,11,-70.3828594501202
324,Habit DLS,20210401_PV_DLS_s1c1_0000.abf,2000.0,306.5134099616856,26.90000000000002,95.4958,5.22269,12,-70.3828594501202
325,Habit DLS,20181211_DLS_s1c3_0001.abf,-400.0,0.0,,151.71,6.58636,0,-81.94722278301532
326,Habit DLS,20181211_DLS_s1c3_0001.abf,-200.0,0.0,,151.71,6.58636,1,-81.94722278301532
327,Habit DLS,20181211_DLS_s1c3_0001.abf,0.0,0.0,,151.71,6.58636,2,-81.94722278301532
328,Habit DLS,20181211_DLS_s1c3_0001.abf,200.0,0.0,,151.71,6.58636,3,-81.94722278301532
329,Habit DLS,20181211_DLS_s1c3_0001.abf,400.0,26.069954377579837,464.7000000000001,151.71,6.58636,4,-81.94722278301532
330,Habit DLS,20181211_DLS_s1c3_0001.abf,600.0,201.20724346076457,52.60000000000001,151.71,6.58636,5,-81.94722278301532
331,Habit DLS,20181211_DLS_s1c3_0001.abf,800.0,211.9205298013245,77.8,151.71,6.58636,6,-81.94722278301532
332,Habit DLS,20181211_DLS_s1c3_0001.abf,1000.0,268.562401263823,65.2,151.71,6.58636,7,-81.94722278301532
333,Habit DLS,20181211_DLS_s1c3_0001.abf,1200.0,543.2336869173898,312.7,151.71,6.58636,8,-81.94722278301532
334,Habit DLS,20181211_DLS_s1c3_0001.abf,1400.0,211.76470588235287,44.00000000000002,151.71,6.58636,9,-81.94722278301532
335,Habit DLS,20181211_DLS_s1c3_0001.abf,1600.0,176.05633802816902,86.49999999999999,151.71,6.58636,10,-81.94722278301532
336,Habit DLS,20181211_DLS_s1c3_0001.abf,1800.0,265.7807308970098,31.40000000000002,151.71,6.58636,11,-81.94722278301532
337,Habit DLS,20181211_DLS_s1c3_0001.abf,2000.0,273.03754266211604,30.499999999999986,151.71,6.58636,12,-81.94722278301532
338,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,-400.0,0.0,,62.3495,5.86829,0,-70.75319554255559
339,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,-200.0,0.0,,62.3495,5.86829,1,-70.75319554255559
340,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,0.0,0.0,,62.3495,5.86829,2,-70.75319554255559
341,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,200.0,0.0,,62.3495,5.86829,3,-70.75319554255559
342,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,400.0,82.35294117647058,261.3,62.3495,5.86829,4,-70.75319554255559
343,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,600.0,145.22397218245038,492.5,62.3495,5.86829,5,-70.75319554255559
344,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,800.0,197.78002018163468,498.2000000000001,62.3495,5.86829,6,-70.75319554255559
345,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,1000.0,237.3290426387772,499.4,62.3495,5.86829,7,-70.75319554255559
346,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,1200.0,261.46419951729683,499.1,62.3495,5.86829,8,-70.75319554255559
347,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,1400.0,281.9738167170192,498.1,62.3495,5.86829,9,-70.75319554255559
348,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,1600.0,295.3586497890295,499.1,62.3495,5.86829,10,-70.75319554255559
349,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,1800.0,305.1596065047179,499.2000000000001,62.3495,5.86829,11,-70.75319554255559
350,Habit DLS,20210410_PV_DLS_s1c3_0000.abf,2000.0,309.9838969404186,497.80000000000007,62.3495,5.86829,12,-70.75319554255559
351,Habit DLS,20181211_DLS_s1c1_0000.abf,-400.0,0.0,,146.141,6.29578,0,-82.5010252732497
352,Habit DLS,20181211_DLS_s1c1_0000.abf,-200.0,0.0,,146.141,6.29578,1,-82.5010252732497
353,Habit DLS,20181211_DLS_s1c1_0000.abf,0.0,0.0,,146.141,6.29578,2,-82.5010252732497
354,Habit DLS,20181211_DLS_s1c1_0000.abf,200.0,31.856356791196063,445.4,146.141,6.29578,3,-82.5010252732497
355,Habit DLS,20181211_DLS_s1c1_0000.abf,400.0,80.23842274186154,440.8,146.141,6.29578,4,-82.5010252732497
356,Habit DLS,20181211_DLS_s1c1_0000.abf,600.0,65.3923541247485,400.6,146.141,6.29578,5,-82.5010252732497
357,Habit DLS,20181211_DLS_s1c1_0000.abf,800.0,82.3045267489712,196.7,146.141,6.29578,6,-82.5010252732497
358,Habit DLS,20181211_DLS_s1c1_0000.abf,1000.0,229.13256955810144,63.00000000000002,146.141,6.29578,7,-82.5010252732497
359,Habit DLS,20181211_DLS_s1c1_0000.abf,1200.0,253.56576862123612,64.7,146.141,6.29578,8,-82.5010252732497
360,Habit DLS,20181211_DLS_s1c1_0000.abf,1400.0,206.6115702479338,74.00000000000001,146.141,6.29578,9,-82.5010252732497
361,Habit DLS,20181211_DLS_s1c1_0000.abf,1600.0,227.5522755227552,489.1,146.141,6.29578,10,-82.5010252732497
362,Habit DLS,20181211_DLS_s1c1_0000.abf,1800.0,242.7184466019417,42.39999999999999,146.141,6.29578,11,-82.5010252732497
363,Habit DLS,20181211_DLS_s1c1_0000.abf,2000.0,244.4987775061124,42.000000000000014,146.141,6.29578,12,-82.5010252732497
364,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,-400.0,0.0,,64.4856,4.76494,0,-73.09112079326923
365,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,-200.0,0.0,,64.4856,4.76494,1,-73.09112079326923
366,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,0.0,0.0,,64.4856,4.76494,2,-73.09112079326923
367,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,200.0,0.0,,64.4856,4.76494,3,-73.09112079326923
368,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,400.0,68.10709253170502,491.7000000000001,64.4856,4.76494,4,-73.09112079326923
369,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,600.0,116.827218692355,493.5,64.4856,4.76494,5,-73.09112079326923
370,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,800.0,173.08083893300756,495.19999999999993,64.4856,4.76494,6,-73.09112079326923
371,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,1000.0,213.925327951564,498.80000000000007,64.4856,4.76494,7,-73.09112079326923
372,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,1200.0,242.27740763173836,498.0,64.4856,4.76494,8,-73.09112079326923
373,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,1400.0,262.14962694091554,498.3,64.4856,4.76494,9,-73.09112079326923
374,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,1600.0,279.5093504926604,499.3,64.4856,4.76494,10,-73.09112079326923
375,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,1800.0,292.4566357402178,497.5,64.4856,4.76494,11,-73.09112079326923
376,Habit DLS,20210410_PV_DLS_s1c4_0000.abf,2000.0,302.8479743281187,499.9,64.4856,4.76494,12,-73.09112079326923
377,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,-400.0,0.0,,98.684,7.90614,0,-73.74803102933444
378,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,-200.0,0.0,,98.684,7.90614,1,-73.74803102933444
379,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,0.0,0.0,,98.684,7.90614,2,-73.74803102933444
380,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,200.0,62.695924764890286,361.1,98.684,7.90614,3,-73.74803102933444
381,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,400.0,166.76835468781772,495.80000000000007,98.684,7.90614,4,-73.74803102933444
382,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,600.0,205.4794520547945,499.0,98.684,7.90614,5,-73.74803102933444
383,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,800.0,227.63900080580174,498.5,98.684,7.90614,6,-73.74803102933444
384,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,1000.0,241.20603015075372,499.1,98.684,7.90614,7,-73.74803102933444
385,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,1200.0,246.83925346177003,499.7000000000001,98.684,7.90614,8,-73.74803102933444
386,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,1400.0,253.5721473133427,498.2000000000001,98.684,7.90614,9,-73.74803102933444
387,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,1600.0,258.5858585858586,496.19999999999993,98.684,7.90614,10,-73.74803102933444
388,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,1800.0,262.2025010084712,496.9,98.684,7.90614,11,-73.74803102933444
389,Habit DLS,20210414_PV_DLS_s1c2_0000.abf,2000.0,263.68760064412237,497.9,98.684,7.90614,12,-73.74803102933444
390,Habit DLS,20181216_DLS_s1c1_0000.abf,-400.0,0.0,,83.1991,6.03348,0,-85.66622631366437
391,Habit DLS,20181216_DLS_s1c1_0000.abf,-200.0,0.0,,83.1991,6.03348,1,-85.66622631366437
392,Habit DLS,20181216_DLS_s1c1_0000.abf,0.0,0.0,,83.1991,6.03348,2,-85.66622631366437
393,Habit DLS,20181216_DLS_s1c1_0000.abf,200.0,0.0,,83.1991,6.03348,3,-85.66622631366437
394,Habit DLS,20181216_DLS_s1c1_0000.abf,400.0,64.07606448945846,491.9,83.1991,6.03348,4,-85.66622631366437
395,Habit DLS,20181216_DLS_s1c1_0000.abf,600.0,116.92307692307692,492.0,83.1991,6.03348,5,-85.66622631366437
396,Habit DLS,20181216_DLS_s1c1_0000.abf,800.0,152.59409969481175,495.1,83.1991,6.03348,6,-85.66622631366437
397,Habit DLS,20181216_DLS_s1c1_0000.abf,1000.0,177.4551320830812,498.80000000000007,83.1991,6.03348,7,-85.66622631366437
398,Habit DLS,20181216_DLS_s1c1_0000.abf,1200.0,194.72616632860039,495.5,83.1991,6.03348,8,-85.66622631366437
399,Habit DLS,20181216_DLS_s1c1_0000.abf,1400.0,210.88874542715732,466.9,83.1991,6.03348,9,-85.66622631366437
400,Habit DLS,20181216_DLS_s1c1_0000.abf,1600.0,239.49389968368732,223.2,83.1991,6.03348,10,-85.66622631366437
401,Habit DLS,20181216_DLS_s1c1_0000.abf,1800.0,216.00392734413356,205.4,83.1991,6.03348,11,-85.66622631366437
402,Habit DLS,20181216_DLS_s1c1_0000.abf,2000.0,276.3385146804835,117.30000000000004,83.1991,6.03348,12,-85.66622631366437
403,Habit DLS,20181211_DLS_s1c2_0000.abf,-400.0,0.0,,192.653,7.22513,0,-81.22103412334735
404,Habit DLS,20181211_DLS_s1c2_0000.abf,-200.0,0.0,,192.653,7.22513,1,-81.22103412334735
